,,Normalized data,,,,,SINDy model,lambda=0.062,,,,,SINDy model,lambda=0.04,,
time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI
838,0.872163453,0.74282045,0.956569904,0.651736291,,838,0.759855634,0.348587838,0.64092455,0.748394678,,838,0.482420521,0.066325862,0.588537508,0.645069014
839,1.000073541,0.688181858,0.91980591,0.731968488,,839,0.75353939,0.326988267,0.64092455,0.727265486,,839,0.435231116,0.065855223,0.578053057,0.579849137
840,0.894331831,0.633830807,0.945798666,0.72972945,,840,0.74415563,0.308671671,0.64092455,0.704807918,,840,0.389112481,0.068671318,0.569049529,0.513884609
841,0.817269303,0.591953634,0.885859871,0.774230331,,841,0.732039014,0.293323862,0.64092455,0.681418217,,841,0.346288177,0.074881107,0.562768385,0.448623817
842,0.808693095,0.596314313,0.896417146,0.842800871,,842,0.717588445,0.280659641,0.64092455,0.657423754,,842,0.308960254,0.084829761,0.560330566,0.385424466
843,0.885205227,0.58441595,0.875186863,0.764901005,,843,0.701241492,0.270428988,0.64092455,0.633089585,,843,0.279240658,0.099121358,0.562606618,0.325533546
844,0.709576888,0.574146743,0.780923301,0.785891987,,844,0.683455316,0.262419576,0.64092455,0.608625043,,844,0.259081806,0.118613892,0.570097344,0.270093937
845,0.811563856,0.500773773,0.794098306,0.731502021,,845,0.664693122,0.25645711,0.64092455,0.584190804,,845,0.250188077,0.144372955,0.58283266,0.220169546
846,0.727252484,0.388446109,0.773782449,0.658173525,,846,0.645415119,0.252404485,0.64092455,0.559906559,,846,0.253887288,0.177567182,0.600299288,0.176772775
847,0.587666763,0.305306608,0.696748979,0.723758681,,847,0.62607298,0.25016041,0.64092455,0.535859186,,847,0.27094868,0.219293253,0.621414118,0.140873269
848,0.579107907,0.325479493,0.633486632,0.743070385,,848,0.607106854,0.249657924,0.64092455,0.512111176,,848,0.301355519,0.270333418,0.644565756,0.113368523
849,0.532725681,0.282436814,0.577122665,0.661811962,,849,0.588944024,0.250863058,0.64092455,0.488708958,,849,0.344074944,0.330875829,0.667744789,0.09500796
850,0.447199455,0.231520186,0.566313738,0.62589406,,850,0.571998427,0.253773764,0.64092455,0.465690794,,850,0.396903929,0.400261279,0.688766827,0.086282379
851,0.483927396,0.213592963,0.418018098,0.475412045,,851,0.556670334,0.258419199,0.64092455,0.443093911,,851,0.456485932,0.476841999,0.705561001,0.087313679
852,0.272004974,0.213561978,0.392638957,0.393127397,,852,0.543345564,0.264859362,0.64092455,0.420960658,,852,0.51856499,0.558027029,0.71646319,0.097792119
853,0.333547261,0.15501108,0.336329249,0.486700529,,853,0.532393725,0.273185042,0.64092455,0.399343535,,853,0.578469954,0.640534812,0.72043965,0.116997681
854,0.186812289,0.147002383,0.347935844,0.481102934,,854,0.524164993,0.283517989,0.64092455,0.378309157,,854,0.631731827,0.720796232,0.717187873,0.143908616
855,0.210533933,0.204070047,0.274475162,0.405348813,,855,0.518985004,0.296011167,0.64092455,0.357941317,,855,0.674681966,0.79539258,0.70710857,0.177361869
856,0.257180475,0.172207861,0.299002271,0.454421064,,856,0.51714737,0.310848839,0.64092455,0.338343611,,856,0.704890146,0.861407656,0.691186268,0.216210325
857,0.282794249,0.170316447,0.276282218,0.238540479,,857,0.518903286,0.328246093,0.64092455,0.319642313,,857,0.721367505,0.916621202,0.670830642,0.259430848
858,0.228419158,0.187383381,0.235529896,0.181818182,,858,0.524447522,0.348447236,0.64092455,0.301990516,,858,0.724537832,0.959539369,0.647714949,0.306165125
859,0.100092294,0.230731647,0.21713454,0.239846584,,859,0.533899873,0.371722056,0.64092455,0.285574923,,859,0.716033378,0.98930999,0.623621742,0.355703258
860,0.233816162,0.227578634,0.259772026,0.227998341,,860,0.547280899,0.398358463,0.64092455,0.270627022,,860,0.698387142,1.00558906,0.600290349,0.407435027
861,0.248121302,0.348868442,0.258599677,0.182937701,,861,0.564480613,0.428649124,0.64092455,0.257440673,,861,0.674683823,1.008414771,0.579263173,0.460794409
862,0.258750288,0.375638338,0.36057238,0.141702084,,862,0.585218848,0.462868456,0.64092455,0.246398176,,862,0.648213478,0.998121671,0.561742034,0.515215081
863,0.383426617,0.43098149,0.358565113,0.313081787,,863,0.608996851,0.501234667,0.64092455,0.238006236,,863,0.622156466,0.975302889,0.548479222,0.570104428
864,0.408587759,0.493320258,0.286960675,0.239380118,,864,0.635041913,0.543849511,0.64092455,0.232941253,,864,0.599318301,0.940810281,0.539730722,0.624835008
865,0.32083888,0.562542842,0.407879838,0.235928268,,865,0.662251705,0.590606809,0.64092455,0.232098745,,865,0.581926882,0.895772691,0.535288229,0.678746989
866,0.359871824,0.58381073,0.492722861,0.233595937,,866,0.689154007,0.64106134,0.64092455,0.236632958,,866,0.57149965,0.841610502,0.534586186,0.731153535
867,0.495784055,0.647179825,0.538050745,0.255146678,,867,0.713911463,0.694256096,0.64092455,0.247958677,,867,0.56878314,0.780028186,0.536858843,0.781343109
868,0.421060625,0.644650127,0.568774883,0.363740023,,868,0.734417747,0.748523993,0.64092455,0.267669675,,868,0.573761803,0.71297309,0.541308594,0.828577098
869,0.582258488,0.771594305,0.510154457,0.286026744,,869,0.748541097,0.801315721,0.64092455,0.297316755,,869,0.585727202,0.642556771,0.547245525,0.872085855
870,0.751194005,0.756726646,0.618268199,0.405908573,,870,0.754551456,0.849155838,0.64092455,0.338004709,,870,0.603393612,0.570943752,0.554168766,0.911068879
871,0.65138671,0.810345286,0.596624183,0.483155385,,871,0.7516901,0.887868116,0.64092455,0.389841104,,871,0.62504275,0.50022074,0.561778228,0.944704438
872,0.730242526,0.81846886,0.74858991,0.514035451,,872,0.740702989,0.913179939,0.64092455,0.451405598,,872,0.64867993,0.432265641,0.569924369,0.97217091
873,0.739579907,0.820339602,0.724401896,0.478677309,,873,0.724035807,0.921656758,0.64092455,0.519535227,,873,0.672186774,0.368637792,0.578518313,0.992678427
874,0.846645464,0.809920246,0.781012859,0.672727273,,874,0.705431098,0.911667773,0.64092455,0.589689421,,874,0.693460964,0.310507264,0.587431886,1.005506934
875,0.829292658,0.745173525,0.804978412,0.611900073,,875,0.688959666,0.883932002,0.64092455,0.656880555,,875,0.710539325,0.258632403,0.596416514,1.010046304
876,0.834487206,0.79631683,0.811766033,0.624587955,,876,0.677890914,0.841341277,0.64092455,0.716790674,,876,0.721704643,0.213383745,0.605062906,1.005835192
877,0.859304874,0.731418484,0.856389245,0.688960299,,877,0.673926877,0.788150189,0.64092455,0.766567638,,877,0.725577661,0.174802985,0.612812567,0.992596829
878,0.813189106,0.73612445,0.878692257,0.710604333,,878,0.677070997,0.728944208,0.64092455,0.80502859,,878,0.721194106,0.142680724,0.61901997,0.970270797
879,0.917720438,0.683204914,0.937952907,0.769845548,,879,0.686021106,0.667806825,0.64092455,0.832362054,,879,0.708063888,0.116637158,0.6230531,0.939039662
880,0.818785033,0.588535652,0.937926454,0.903814657,,880,0.698774642,0.607880498,0.64092455,0.849614748,,880,0.686207714,0.096194497,0.624412084,0.89934822
881,0.889173992,0.544408591,0.861439975,0.802964652,,881,0.713175008,0.551284851,0.64092455,0.858214003,,881,0.6561662,0.080836214,0.622842031,0.851911697
882,0.791092524,0.518736773,0.90957889,0.838042915,,882,0.727275249,0.49925073,0.64092455,0.859640743,,882,0.618978462,0.070053923,0.61841759,0.797708369
883,0.73715984,0.496482931,0.831395224,0.83244532,,883,0.739516531,0.452335459,0.64092455,0.855256626,,883,0.576130364,0.063386111,0.611582463,0.737952653
884,0.780294909,0.328224706,0.869253644,0.724411734,,884,0.748773219,0.410635356,0.64092455,0.846240233,,884,0.529476575,0.060453807,0.603135794,0.674047371
885,0.59345653,0.385309922,0.789379222,0.715268996,,885,0.754321833,0.373959039,0.64092455,0.833583287,,885,0.481144254,0.060997035,0.594166873,0.607518298
886,0.611599098,0.336247898,0.792029387,0.786358453,,886,0.755776454,0.341954194,0.64092455,0.818111744,,886,0.433428693,0.064913283,0.585947712,0.539939228
887,0.623801315,0.232243602,0.673506575,0.767699803,,887,0.753016084,0.314193674,0.64092455,0.800512027,,887,0.38869126,0.072296123,0.579798139,0.47285953
888,0.52677211,0.204160388,0.691650731,0.69875609,,888,0.746116822,0.290230595,0.64092455,0.78135368,,888,0.349266745,0.083468757,0.576939338,0.40774696
889,0.483984903,0.241433038,0.527625701,0.604996372,,889,0.735293998,0.269631533,0.64092455,0.761106122,,889,0.317380516,0.09900379,0.578349944,0.345955155
890,0.568073577,0.239303789,0.548382552,0.455074116,,890,0.720855451,0.251995061,0.64092455,0.740150168,,890,0.295067182,0.119716918,0.584635858,0.288718341
891,0.340782174,0.200120466,0.502115428,0.44369234,,891,0.703165323,0.236960861,0.64092455,0.718786028,,891,0.284074535,0.146619251,0.595923336,0.237166778
892,0.313377845,0.207119096,0.339841385,0.422887944,,892,0.68261713,0.224213022,0.64092455,0.697239517,,892,0.285733728,0.18081246,0.611786524,0.19234791
893,0.280882064,0.174939428,0.355486789,0.364299782,,893,0.659614695,0.213479917,0.64092455,0.675667874,,893,0.300783815,0.223316411,0.631225192,0.155232955
894,0.160190325,0.154786432,0.31958341,0.345081372,,894,0.634559619,0.204532238,0.64092455,0.654166058,,894,0.329159427,0.274834188,0.652712409,0.126690207
895,0.210520726,0.140678742,0.249319797,0.327635534,,895,0.607844075,0.197180172,0.64092455,0.632774039,,895,0.369782765,0.335485615,0.674328796,0.107417027
896,0.277078163,0.196622569,0.173905271,0.350119208,,896,0.579847825,0.191270331,0.64092455,0.611485211,,896,0.420434037,0.404570925,0.693983674,0.097841857
897,0.269494737,0.257717291,0.210243915,0.204208562,,897,0.55093847,0.186682801,0.64092455,0.590255902,,897,0.477786903,0.480444975,0.709694334,0.09802876
898,0.184185908,0.24486353,0.199319213,0.24861615,,898,0.521474067,0.18332853,0.64092455,0.569015776,,898,0.537667391,0.560569507,0.719865014,0.107627615
899,0.243486848,0.319837684,0.217632919,0.192546906,,899,0.491807318,0.181147152,0.64092455,0.547678873,,899,0.595524951,0.641759298,0.723496894,0.125902189
900,0.221949481,0.409857143,0.206731376,0.190027988,,900,0.462290629,0.180105314,0.64092455,0.526154986,,900,0.647022412,0.720566467,0.720281722,0.151837151
901,0.197773146,0.421456069,0.207899463,0.181911475,,901,0.433281374,0.180195513,0.64092455,0.504361033,,901,0.688602812,0.793694459,0.710575486,0.184290393
902,0.407819794,0.472640673,0.299306828,0.160080854,,902,0.405146763,0.181435443,0.64092455,0.482232038,,902,0.71790318,0.858329943,0.695287803,0.22213989
903,0.374592298,0.558044496,0.32885334,0.285373691,,903,0.378267708,0.183867843,0.64092455,0.459731292,,903,0.733946655,0.912325894,0.67573509,0.264383435
904,0.447676643,0.55099673,0.354110959,0.216429978,,904,0.353041132,0.187560797,0.64092455,0.436859245,,904,0.737116337,0.954232174,0.653490567,0.310175423
905,0.45878857,0.539093649,0.349310572,0.382678553,,905,0.329880168,0.192608461,0.64092455,0.413660594,,905,0.72896266,0.983217912,0.630240093,0.358810414
906,0.476317127,0.658620966,0.347965314,0.20243599,,906,0.309211776,0.199132138,0.64092455,0.390229113,,906,0.711910978,0.998947222,0.607638685,0.409676701
907,0.533466369,0.687820919,0.464369062,0.379506582,,907,0.291471395,0.207281602,0.64092455,0.3667098,,907,0.688927554,1.00146089,0.587165092,0.462203667
908,0.512135456,0.73687363,0.469926709,0.417476936,,908,0.277094387,0.217236515,0.64092455,0.343298109,,908,0.663185839,0.99109474,0.569985013,0.515819337
909,0.628716788,0.766033758,0.564873476,0.400404271,,909,0.266504171,0.229207736,0.64092455,0.320236306,,909,0.637760881,0.968442586,0.556846095,0.569925176
910,0.676250917,0.802860311,0.658983966,0.52000622,,910,0.260097099,0.243438181,0.64092455,0.297807379,,910,0.615370496,0.934354596,0.548030558,0.6238872
911,0.738974284,0.823539622,0.58379045,0.477091324,,911,0.258224162,0.260202795,0.64092455,0.276327412,,911,0.598176032,0.889952593,0.543381347,0.677037556
912,0.701144293,0.775189704,0.671046793,0.451528973,,912,0.261169566,0.279806958,0.64092455,0.256137849,,912,0.587650724,0.836641675,0.542398773,0.728679297
913,0.671523116,0.752785714,0.766923801,0.565253447,,913,0.269125986,0.302582358,0.64092455,0.237599601,,913,0.584518592,0.776100675,0.544384698,0.778088945
914,0.720197737,0.775501563,0.801782881,0.671421167,,914,0.282165897,0.328878892,0.64092455,0.221091381,,914,0.588761171,0.710240242,0.548598261,0.824515423
915,0.882164474,0.708560854,0.828927116,0.550513113,,915,0.300207987,0.359050476,0.64092455,0.207014905,,915,0.599683664,0.641125202,0.554385668,0.867178173
916,0.819062559,0.706249302,0.852649418,0.738219135,,916,0.322977383,0.393431619,0.64092455,0.195809535,,916,0.616027057,0.570866215,0.561256399,0.905269604
917,0.815767778,0.657492372,0.906466366,0.744842956,,917,0.34995883,0.432300254,0.64092455,0.187978271,,917,0.636109574,0.501493661,0.568895023,0.937966564
918,0.86529972,0.510917394,0.87606354,0.8244221,,918,0.380343682,0.47582064,0.64092455,0.184125193,,918,0.657980376,0.434832447,0.577115833,0.964452771
919,0.771829844,0.55027592,0.960846264,0.87377423,,919,0.412975741,0.523958674,0.64092455,0.185000634,,919,0.679571066,0.372398068,0.585781411,0.983950802
920,0.803820564,0.457940621,0.971733767,0.822556235,,920,0.446308865,0.576362042,0.64092455,0.191543131,,920,0.698835474,0.315330481,0.594713052,0.995759942
921,0.76176448,0.451868019,0.939665393,0.844386856,,921,0.478401846,0.632202156,0.64092455,0.204895427,,921,0.713873485,0.264373935,0.603620218,0.999295791
922,0.827812298,0.41913886,0.924799101,0.777029128,,922,0.506991997,0.689988781,0.64092455,0.226356284,,922,0.723038399,0.219900502,0.612069263,0.994128433
923,0.829529252,0.296250037,0.82657264,0.911091531,,923,0.529700634,0.747397116,0.64092455,0.257216999,,923,0.725028354,0.181966419,0.619501003,0.980017331
924,0.91652229,0.336319563,0.849549239,0.685695035,,924,0.544413411,0.801191155,0.64092455,0.298438551,,924,0.718961096,0.150385954,0.625294909,0.956941835
925,0.677325097,0.262974767,0.886288649,0.757437545,,925,0.549819911,0.847368753,0.64092455,0.350178115,,925,0.704429245,0.124808162,0.628867211,0.925126017
926,0.595188893,0.226811923,0.790690301,0.6944646,,926,0.5459783,0.881646025,0.64092455,0.411285878,,926,0.681531801,0.10478633,0.629782892,0.885055489
927,0.494471702,0.261818608,0.732925373,0.678604748,,927,0.534640091,0.900283458,0.64092455,0.47902077,,927,0.650877836,0.089835757,0.62785873,0.837482597
928,0.547891255,0.169938922,0.658836192,0.727397118,,928,0.519054861,0.901036371,0.64092455,0.549253786,,928,0.613560166,0.079480598,0.623236444,0.783415807
929,0.394258987,0.214129386,0.669858619,0.530455064,,929,0.50318707,0.883826708,0.64092455,0.617228697,,929,0.571099922,0.073293534,0.616410973,0.72408993
930,0.440607693,0.181744037,0.572595003,0.563947341,,930,0.490632474,0.850785113,0.64092455,0.678609769,,930,0.525366513,0.070932593,0.608207451,0.660916662
931,0.349614229,0.213428839,0.440966574,0.487913341,,931,0.483728786,0.805634211,0.64092455,0.730345188,,931,0.478480769,0.072178076,0.599709441,0.595419273
932,0.318899379,0.195314226,0.389294123,0.319798901,,932,0.483214767,0.752732303,0.64092455,0.771007648,,932,0.432710966,0.076969991,0.592148519,0.529159914
933,0.227626741,0.211195229,0.394343645,0.390701773,,933,0.488442307,0.696197175,0.64092455,0.800607709,,933,0.390370941,0.085443328,0.586769723,0.463671107
934,0.262663508,0.207127749,0.33667951,0.350772261,,934,0.497889579,0.639366672,0.64092455,0.820119631,,934,0.353725802,0.097955221,0.584688417,0.400402975
935,0.219125485,0.227440978,0.264402424,0.361034519,,935,0.509696438,0.584620822,0.64092455,0.830983146,,935,0.324904245,0.11509475,0.586752443,0.340693863
936,0.165873367,0.326582122,0.254035257,0.353104592,,936,0.522060718,0.533452399,0.64092455,0.834731607,,936,0.30580864,0.137663096,0.593421056,0.28576502
937,0.18931318,0.353451801,0.158596738,0.19525241,,937,0.533460232,0.486651462,0.64092455,0.832777613,,937,0.298008153,0.166609946,0.604671226,0.236731515
938,0.243317672,0.345503431,0.227314064,0.15709547,,938,0.542735472,0.444508858,0.64092455,0.826322535,,938,0.302600305,0.202913643,0.61994361,0.194614314
939,0.324113642,0.466525833,0.187761507,0.265595522,,939,0.549085815,0.406991347,0.64092455,0.816341285,,939,0.320036642,0.247400722,0.638143814,0.160335329
940,0.235212242,0.492469317,0.195494244,0.250202135,,940,0.552023226,0.37387403,0.64092455,0.803603154,,940,0.349930259,0.300517748,0.657715625,0.134681096
941,0.381571012,0.525967423,0.198086464,0.168197367,,941,0.551311912,0.344832585,0.64092455,0.788704436,,941,0.390892373,0.362093487,0.676795754,0.118233045
942,0.288334055,0.536945617,0.242795267,0.246843578,,942,0.546909304,0.319503681,0.64092455,0.772100652,,942,0.44046885,0.431153642,0.693440886,0.111280529
943,0.397907816,0.618702037,0.256580969,0.270633358,,943,0.53891515,0.297522507,0.64092455,0.75413373,,943,0.495246847,0.505857952,0.705891081,0.113749114
944,0.38098718,0.656696308,0.24803566,0.193106665,,944,0.527530764,0.278544757,0.64092455,0.735053475,,944,0.551163695,0.58360614,0.71281226,0.125180156
945,0.50990208,0.645506071,0.352956943,0.316160464,,945,0.51302813,0.262258553,0.64092455,0.715034336,,945,0.603982942,0.661306092,0.713460448,0.14478194
946,0.451479882,0.688156171,0.365072607,0.31373484,,946,0.49572766,0.248390065,0.64092455,0.694188968,,946,0.649837403,0.735737832,0.707736597,0.171543236
947,0.557853473,0.73170872,0.421022992,0.392194465,,947,0.475983158,0.236705393,0.64092455,0.672579991,,947,0.685712475,0.80391309,0.696139652,0.204373593
948,0.626968551,0.711542599,0.476137984,0.706032964,,948,0.454172575,0.227010335,0.64092455,0.650231038,,948,0.709768256,0.863341268,0.679653744,0.242226645
949,0.716649232,0.745049112,0.454766793,0.530268477,,949,0.430693298,0.219149116,0.64092455,0.62713784,,949,0.721457892,0.912158575,0.659609125,0.284175689
950,0.637387066,0.687054348,0.540850986,0.612086659,,950,0.405960829,0.213002744,0.64092455,0.603279776,,950,0.721458352,0.949130053,0.637540626,0.329434111
951,0.659342405,0.740030355,0.598582013,0.587177361,,951,0.380409796,0.208487396,0.64092455,0.578632,,951,0.711464634,0.973569149,0.615048814,0.377333038
952,0.817700226,0.689710052,0.633115461,0.702394527,,952,0.354496298,0.205553099,0.64092455,0.553178039,,952,0.693905912,0.985228136,0.593661022,0.4272774
953,0.71372873,0.654490956,0.754474294,0.725624546,,953,0.328700578,0.204182834,0.64092455,0.526922499,,953,0.671632848,0.984201296,0.574694691,0.478700098
954,0.887276978,0.64281406,0.712543515,0.826847725,,954,0.303529,0.20439215,0.64092455,0.499903306,,954,0.647611426,0.970862903,0.559136934,0.531026953
955,0.838020045,0.642884332,0.772047297,0.830672748,,955,0.279514319,0.206229287,0.64092455,0.472202753,,955,0.624647272,0.945842839,0.547562569,0.58365699
956,0.863285244,0.52478873,0.864224276,0.842707577,,956,0.257213255,0.209775784,0.64092455,0.443956473,,956,0.605156762,0.910029135,0.540111407,0.635956154
957,0.848744925,0.547738434,0.81976411,0.842800871,,957,0.237200526,0.215147472,0.64092455,0.415359451,,957,0.590995991,0.86457995,0.536533736,0.687258887
958,0.908538055,0.466888723,0.867270505,0.936933762,,958,0.220058668,0.222495709,0.64092455,0.386668262,,958,0.583353965,0.810926902,0.536295194,0.736871471
959,0.756468209,0.372966305,0.900183565,0.921913548,,959,0.206363339,0.232008603,0.64092455,0.358199058,,959,0.582711519,0.750755253,0.53871578,0.784073346
960,0.818151137,0.379002236,0.970072427,0.825728206,,960,0.196664108,0.243911893,0.64092455,0.330321255,,960,0.588862116,0.685952686,0.543109046,0.828116254
961,0.745510108,0.344685957,0.952313729,0.829366642,,961,0.191461113,0.258468956,0.64092455,0.303447603,,961,0.600985553,0.618525873,0.548889299,0.868224484
962,0.786443653,0.289135481,0.915650282,0.850730797,,962,0.191178136,0.275979243,0.64092455,0.278022074,,962,0.617761293,0.550491719,0.555625755,0.90360083
963,0.694185175,0.290555776,0.852365999,0.845599668,,963,0.196132643,0.296774116,0.64092455,0.254507864,,963,0.63750581,0.483757067,0.563038534,0.933441812
964,0.702861064,0.271077277,0.878469397,0.872561418,,964,0.206502966,0.32120862,0.64092455,0.233378455,,964,0.658318603,0.420004899,0.570947062,0.956962967
965,0.63381079,0.222426693,0.828951645,0.761915621,,965,0.222292283,0.349647098,0.64092455,0.215115121,,965,0.678224474,0.360605222,0.579192446,0.973432203
966,0.641640779,0.187256196,0.790604707,0.619363533,,966,0.243288512,0.382439643,0.64092455,0.200214189,,966,0.695304248,0.306563924,0.587559739,0.982207549
967,0.554387912,0.199385664,0.745441438,0.685508448,,967,0.26901918,0.419885124,0.64092455,0.189206613,,967,0.70781051,0.258514538,0.595723587,0.98277559
968,0.541091062,0.16736168,0.671909961,0.64110086,,968,0.298701611,0.462175024,0.64092455,0.182690483,,968,0.714267679,0.216748504,0.603233248,0.974787801
969,0.397526343,0.227022752,0.649956218,0.55732352,,969,0.331192344,0.509310982,0.64092455,0.181373324,,969,0.713556066,0.181272588,0.609542567,0.958093018
970,0.49469259,0.256785031,0.579882646,0.517394009,,970,0.36494702,0.56098891,0.64092455,0.186114186,,970,0.704978263,0.151879325,0.61407979,0.932764728
971,0.360469469,0.232219945,0.494353861,0.449476521,,971,0.398013881,0.616446532,0.64092455,0.197944568,,971,0.688304557,0.128217925,0.616343038,0.899121468
972,0.290580687,0.273457928,0.396807118,0.370643723,,972,0.42809953,0.674283573,0.64092455,0.218032665,,972,0.663793351,0.109857532,0.616001796,0.857737689
973,0.287573136,0.238175999,0.451391945,0.284254172,,973,0.452758037,0.73228996,0.64092455,0.24754266,,973,0.632183431,0.096339944,0.61298347,0.809441595
974,0.347201967,0.278312047,0.316922293,0.230797139,,974,0.4697478,0.787358328,0.64092455,0.287344923,,974,0.594657179,0.087223038,0.607527243,0.7552965
975,0.268261844,0.314039984,0.2537969,0.344708199,,975,0.477549902,0.835598299,0.64092455,0.337578052,,975,0.552777054,0.082118285,0.600193937,0.69656377
976,0.249128187,0.337421923,0.22161186,0.175940707,,976,0.47593288,0.872769794,0.64092455,0.39716515,,976,0.508401014,0.080725793,0.591828843,0.634648545
977,0.172266136,0.421631776,0.215236688,0.205328081,,977,0.466319547,0.895055045,0.64092455,0.463510739,,977,0.46358525,0.082868761,0.583482591,0.571033536
978,0.355566886,0.44396768,0.140971336,0.277630351,,978,0.451676729,0.899986241,0.64092455,0.53264139,,978,0.420483674,0.088526864,0.576301177,0.507209935
979,0.30323334,0.468603547,0.16555321,0.207380533,,979,0.435825188,0.887154301,0.64092455,0.599888347,,979,0.381252159,0.097865346,0.571399357,0.444616196
980,0.258353212,0.503309565,0.164363355,0.283507826,,980,0.422402997,0.858339568,0.64092455,0.660890673,,980,0.347961365,0.111253887,0.569731536,0.384594228
981,0.316859833,0.552334181,0.137411237,0.309070177,,981,0.413948596,0.816988744,0.64092455,0.71247495,,981,0.32251573,0.129266656,0.571972281,0.328367993
982,0.364142561,0.662410313,0.16547902,0.335005701,,982,0.411480105,0.767309736,0.64092455,0.753054533,,982,0.306569693,0.152652897,0.578416322,0.277042887
983,0.394635933,0.692500695,0.190118654,0.302073183,,983,0.414624598,0.713391642,0.64092455,0.782501545,,983,0.301428428,0.18226679,0.58890727,0.231617115
984,0.455033155,0.689505948,0.230239661,0.411039701,,984,0.422080121,0.658627542,0.64092455,0.801702752,,984,0.30792257,0.218948235,0.602805622,0.19299106
985,0.48694411,0.703177624,0.242007613,0.50853115,,985,0.432136481,0.605493405,0.64092455,0.812061372,,985,0.326257389,0.263354825,0.619008786,0.161959568
986,0.488293532,0.73944119,0.398167873,0.433523375,,986,0.443080297,0.555586844,0.64092455,0.815108994,,986,0.355856597,0.31576105,0.636035007,0.139177125
987,0.477947358,0.791588571,0.356687216,0.413372033,,987,0.453434265,0.509794537,0.64092455,0.812272447,,987,0.39524421,0.375861137,0.652175119,0.125097341
988,0.617115093,0.762632189,0.423503472,0.499295118,,988,0.462056554,0.468489595,0.64092455,0.804769292,,988,0.442023151,0.442628798,0.665699297,0.11990303
989,0.588282838,0.690584466,0.473997731,0.683176117,,989,0.468149853,0.43170659,0.64092455,0.793585004,,989,0.493002617,0.51428816,0.675084962,0.123454553
990,0.649725396,0.749352236,0.435987141,0.78253343,,990,0.471223922,0.399276361,0.64092455,0.779491519,,990,0.544490761,0.588426524,0.679217921,0.135284109
991,0.644855395,0.690010032,0.551822023,0.73290142,,991,0.471041108,0.370921124,0.64092455,0.763081091,,991,0.59271483,0.662235331,0.677522514,0.154648791
992,0.759313742,0.701725555,0.580874733,0.78225355,,992,0.467561232,0.346317467,0.64092455,0.74480168,,992,0.634283021,0.732820469,0.669999496,0.180631614
993,0.800856427,0.64441185,0.597903351,0.786918213,,993,0.460893416,0.325135945,0.64092455,0.724988188,,993,0.666586458,0.797500791,0.657180636,0.2122602
994,0.867114714,0.483857737,0.672527499,0.872561418,,994,0.45125729,0.307064675,0.64092455,0.703888187,,994,0.688063102,0.854025884,0.640029284,0.248608254
995,0.853854234,0.515497997,0.726541937,0.805110397,,995,0.438953494,0.291822504,0.64092455,0.681682785,,995,0.698292153,0.900681513,0.619817661,0.288856202
996,0.738247181,0.44943201,0.757363599,0.843174044,,996,0.424342286,0.279165673,0.64092455,0.658503859,,996,0.697932828,0.936292285,0.597999111,0.332305795
997,0.768380745,0.40215667,0.753814982,0.829646522,,997,0.407828726,0.268890554,0.64092455,0.634448925,,997,0.688548169,0.960158003,0.576079764,0.378359011
998,0.834360774,0.366740301,0.892085239,0.919861097,,998,0.389852875,0.260834209,0.64092455,0.609594559,,998,0.672360718,0.971966781,0.55548884,0.426478635
999,0.766299404,0.303996566,0.916923878,0.800818907,,999,0.370883542,0.25487382,0.64092455,0.584008956,,999,0.651980276,0.971719122,0.537451664,0.476146977
1000,0.770684415,0.276981366,0.892799483,0.929470302,,1000,0.351414253,0.25092568,0.64092455,0.557763859,,1000,0.630133511,0.95968119,0.522878933,0.526833698
1001,0.773466951,0.232309609,0.941722445,0.891499948,,1001,0.331960175,0.248944129,0.64092455,0.530945743,,1001,0.609416415,0.936369693,0.512292329,0.577977063
1002,0.820302595,0.219397443,0.933943471,0.962589406,,1002,0.313054863,0.248920645,0.64092455,0.503665947,,1002,0.592084495,0.902559197,0.505804956,0.628977336
1003,0.802617809,0.220859776,0.919304213,0.909878719,,1003,0.295245794,0.250883175,0.64092455,0.476069231,,1003,0.579891462,0.859296534,0.503164525,0.67919764
1004,0.675888947,0.196168656,0.891774311,0.731035555,,1004,0.279087787,0.254895653,0.64092455,0.448340202,,1004,0.573983365,0.807906079,0.503851502,0.727966958
1005,0.667922309,0.115025947,0.859116507,0.667969317,,1005,0.2651336,0.261057605,0.64092455,0.420707064,,1005,0.574851069,0.74997253,0.507209576,0.77458171
1006,0.591284699,0.223003078,0.851377642,0.800725614,,1006,0.253921228,0.269503598,0.64092455,0.393442369,,1006,0.582339306,0.687293293,0.512577409,0.818305634
1007,0.470313177,0.237690111,0.813580531,0.646978335,,1007,0.245957684,0.280402188,0.64092455,0.366860728,,1007,0.595705699,0.621799287,0.519391562,0.858370744
1008,0.522720761,0.254677108,0.750018261,0.60667565,,1008,0.241699285,0.293953882,0.64092455,0.341313947,,1008,0.613718858,0.555450265,0.527239995,0.893983598
1009,0.451557434,0.26507587,0.64863557,0.416357417,,1009,0.241528665,0.310387409,0.64092455,0.317184551,,1009,0.634781925,0.490117369,0.535859963,0.924340272
1010,0.441237816,0.250103789,0.64010287,0.434176428,,1010,0.245728755,0.329953341,0.64092455,0.294879266,,1010,0.657067655,0.427470128,0.545088926,0.948651064
