,,Normalized data,,,,,SINDy model,lambda=0.062,,,,,SINDy model,lambda=0.04,,
time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI,,time (s),NADH,ATP,DiOC2(3),PBFI
1011,0.338759065,0.241959622,0.59290263,0.376707785,,1011,0.254453955,0.35291372,0.64092455,0.274824454,,1011,0.678653283,0.368885675,0.554788116,0.966173221
1012,0.390416109,0.307221009,0.433980848,0.338550845,,1012,0.267698547,0.379525866,0.64092455,0.257465747,,1012,0.697647406,0.315393818,0.564763443,0.976248358
1013,0.330576402,0.341465589,0.405709856,0.294329843,,1013,0.285262439,0.410017863,0.64092455,0.243273946,,1013,0.712305,0.267663793,0.574707092,0.978340906
1014,0.286207757,0.440283426,0.394637961,0.186202965,,1014,0.306714818,0.444552473,0.64092455,0.232758403,,1014,0.721129207,0.226029438,0.584176605,0.972074678
1015,0.367015643,0.409867065,0.3225608,0.230050793,,1015,0.331357796,0.483175533,0.64092455,0.226487288,,1015,0.72295878,0.190542365,0.592618534,0.957265622
1016,0.218697565,0.466887314,0.244484677,0.184430393,,1016,0.358195305,0.525744728,0.64092455,0.225110794,,1016,0.717038833,0.161039405,0.599433123,0.933949308
1017,0.312053219,0.548511875,0.184459299,0.26438271,,1017,0.385917987,0.571836102,0.64092455,0.22937801,,1017,0.703070946,0.137211662,0.604067176,0.902401591
1018,0.278630649,0.63422522,0.176877087,0.319052555,,1018,0.412922459,0.62063056,0.64092455,0.24013078,,1018,0.681238184,0.11866658,0.606116128,0.863150093
1019,0.279545031,0.671760268,0.13836625,0.284627345,,1019,0.437391344,0.670793381,0.64092455,0.258249901,,1019,0.652201519,0.104979553,0.605414438,0.816973485
1020,0.302344828,0.719589068,0.194408651,0.347040531,,1020,0.457463345,0.72037829,0.64092455,0.284525365,,1020,0.617066568,0.095735874,0.602095888,0.76488535
1021,0.311845037,0.788500442,0.137867903,0.460298538,,1021,0.471510164,0.76681134,0.64092455,0.319432552,,1021,0.577322761,0.090566162,0.596611504,0.708100634
1022,0.418883087,0.743550288,0.177605597,0.404136001,,1022,0.478498058,0.807026641,0.64092455,0.362831748,,1022,0.534760289,0.089178639,0.589700883,0.647985267
1023,0.451684519,0.811806931,0.183828986,0.461418057,,1023,0.478345669,0.837811475,0.64092455,0.413670236,,1023,0.491372837,0.091390232,0.582320939,0.585993225
1024,0.444585344,0.78984801,0.175458558,0.442013061,,1024,0.472126097,0.856348647,0.64092455,0.469827712,,1024,0.449255229,0.097156232,0.575542535,0.523598867
1025,0.568605361,0.819046196,0.267658222,0.448636882,,1025,0.461960631,0.86082759,0.64092455,0.528248308,,1025,0.410504172,0.106595652,0.570429106,0.462234366
1026,0.492741519,0.811749314,0.28336993,0.506292112,,1026,0.450561956,0.850900545,0.64092455,0.585399323,,1026,0.377126878,0.120007027,0.567911877,0.403241421
1027,0.572899896,0.82055985,0.310273889,0.554804602,,1027,0.440567338,0.827779174,0.64092455,0.637923326,,1027,0.350957109,0.13786724,0.568674595,0.347842809
1028,0.508168626,0.782310102,0.332030144,0.609194568,,1028,0.433927393,0.793922612,0.64092455,0.683231032,,1028,0.333572663,0.160804527,0.57305826,0.297133588
1029,0.669074898,0.772130504,0.419109593,0.814533015,,1029,0.431578006,0.752460235,0.64092455,0.71981917,,1029,0.32620485,0.1895368,0.580994759,0.25208548
1030,0.686789435,0.698344037,0.421993427,0.670581528,,1030,0.43345606,0.706584764,0.64092455,0.747257619,,1030,0.329631917,0.22476917,0.591978235,0.21355316
1031,0.732709356,0.688012814,0.450662852,0.815372655,,1031,0.438758489,0.659102164,0.64092455,0.765943481,,1031,0.344056649,0.267051789,0.605083584,0.182269929
1032,0.82022947,0.650298325,0.558404658,0.819384265,,1032,0.446284932,0.612204574,0.64092455,0.776774859,,1032,0.368983386,0.316611418,0.619040048,0.15882394
1033,0.788989219,0.583411751,0.578506655,0.877972427,,1033,0.454739854,0.567432929,0.64092455,0.780861669,,1033,0.403127344,0.373185735,0.632361536,0.143614933
1034,0.815479523,0.457893463,0.628695913,0.950274697,,1034,0.462938794,0.525755171,0.64092455,0.779324758,,1034,0.444400991,0.435902138,0.643522672,0.13680293
1035,0.881589063,0.501314891,0.665141815,0.924059293,,1035,0.469917454,0.487691519,0.64092455,0.773183737,,1035,0.4900181,0.503244015,0.651153932,0.138269487
1036,0.969112189,0.46033442,0.664646472,0.972665077,,1036,0.474967788,0.453442176,0.64092455,0.763310726,,1036,0.536730629,0.573130563,0.654218211,0.147613062
1037,0.995321711,0.345684968,0.807686474,0.930216648,,1037,0.477629401,0.422995929,0.64092455,0.750424116,,1037,0.581173065,0.643103432,0.652132819,0.164189923
1038,0.891639902,0.31070194,0.754798743,0.944770395,,1038,0.477658841,0.396213446,0.64092455,0.735102315,,1038,0.620250799,0.71057815,0.644817026,0.18719457
1039,0.826068007,0.350577883,0.797307336,0.900082927,,1039,0.474991545,0.372886914,0.64092455,0.717804908,,1039,0.651492776,0.773097968,0.632668191,0.215757892
1040,0.824358034,0.269996025,0.86389952,0.931895926,,1040,0.469704669,0.352780583,0.64092455,0.698894635,,1040,0.673301553,0.828532599,0.616486927,0.249035648
1041,0.76548492,0.268745187,0.854011843,0.871815072,,1041,0.461984624,0.335657156,0.64092455,0.67865738,,1041,0.685067307,0.875190152,0.597375741,0.28626637
1042,0.795188095,0.193378164,0.842406016,0.816865347,,1042,0.452100571,0.32129423,0.64092455,0.657319479,,1042,0.687148484,0.911842747,0.576628051,0.326791385
1043,0.684057633,0.232224148,0.874656704,0.745122836,,1043,0.440383721,0.309494041,0.64092455,0.635062591,,1043,0.680746516,0.93769035,0.555613912,0.3700426
1044,0.71008325,0.292879414,0.930978225,0.808748834,,1044,0.427211659,0.300088848,0.64092455,0.612036661,,1044,0.667711139,0.952296725,0.535663393,0.41551107
1045,0.623857117,0.231511661,0.890197907,0.720959884,,1045,0.412996658,0.292943589,0.64092455,0.588371482,,1045,0.650310489,0.95552736,0.517950936,0.462710302
1046,0.589984609,0.233040147,0.851142408,0.74810822,,1046,0.398176887,0.287956902,0.64092455,0.564187187,,1046,0.630993033,0.947507884,0.503391066,0.51114482
1047,0.596202849,0.232564248,0.800926974,0.59146885,,1047,0.383209453,0.285061199,0.64092455,0.539603779,,1047,0.612161335,0.928608407,0.492561973,0.560289345
1048,0.543371276,0.254736139,0.89510962,0.529895304,,1048,0.36856431,0.284222257,0.64092455,0.514749657,,1048,0.595972477,0.8994485,0.485673789,0.609579008
1049,0.422622882,0.264785634,0.72631513,0.405721986,,1049,0.354718125,0.28543853,0.64092455,0.48976893,,1049,0.584176297,0.860910891,0.482591285,0.658407571
1050,0.393280579,0.315147516,0.748332061,0.321011713,,1050,0.342147359,0.288740298,0.64092455,0.464827271,,1050,0.577999593,0.814149699,0.482908162,0.706129339
1051,0.334224975,0.318281411,0.642301372,0.304871981,,1051,0.331319907,0.294188597,0.64092455,0.440116064,,1051,0.578081068,0.760580467,0.486056674,0.752061249
1052,0.393553742,0.373634524,0.582681741,0.364206489,,1052,0.322684831,0.301873809,0.64092455,0.415854711,,1052,0.584457903,0.701843347,0.491426994,0.795484081
1053,0.299125586,0.405237912,0.524805803,0.244977713,,1053,0.31665985,0.311913624,0.64092455,0.392291145,,1053,0.596600451,0.639736554,0.498468802,0.835644439
1054,0.170550597,0.467203376,0.44717495,0.28733285,,1054,0.313616416,0.324450012,0.64092455,0.369700849,,1054,0.613487293,0.576123779,0.506753553,0.871760843
1055,0.295911775,0.517996755,0.452913667,0.175660827,,1055,0.313862322,0.339644617,0.64092455,0.348385001,,1055,0.633709661,0.512825635,0.51598745,0.903037216
1056,0.22308669,0.574500035,0.328890379,0.31718669,,1056,0.317621864,0.357671833,0.64092455,0.328668642,,1056,0.65559292,0.45151013,0.52597859,0.928685274
1057,0.256383055,0.587185266,0.300273591,0.18722919,,1057,0.325013662,0.378708499,0.64092455,0.310900029,,1057,0.677323753,0.393598804,0.536573124,0.947955006
1058,0.363823078,0.658071083,0.259635688,0.323717218,,1058,0.336026317,0.402918859,0.64092455,0.295452381,,1058,0.697074449,0.340202778,0.547581929,0.960170545
1059,0.33816432,0.730194752,0.169172167,0.286399917,,1059,0.350492377,0.430432991,0.64092455,0.282729022,,1059,0.71311905,0.292096606,0.55872016,0.964768006
1060,0.269208678,0.718810932,0.198164734,0.571877268,,1060,0.368061693,0.461316561,0.64092455,0.273172256,,1060,0.723938518,0.249729645,0.569577583,0.961332174
1061,0.421928366,0.721633907,0.200534186,0.349186276,,1061,0.388176547,0.495529539,0.64092455,0.267274934,,1061,0.72831284,0.213267256,0.579629357,0.949629706
1062,0.414193617,0.740452499,0.159084386,0.467668705,,1062,0.41005321,0.532871859,0.64092455,0.265591375,,1062,0.725397231,0.182649836,0.588287027,0.929637154
1063,0.442776245,0.803105217,0.214769341,0.489685913,,1063,0.43267798,0.572915629,0.64092455,0.268740884,,1063,0.714778401,0.157657366,0.594980069,0.901562253
1064,0.466359816,0.752958519,0.261853486,0.591562144,,1064,0.454830012,0.614927335,0.64092455,0.277392831,,1064,0.696506399,0.137970089,0.599251442,0.865856528
1065,0.562011713,0.793770171,0.148249936,0.545941744,,1065,0.475146873,0.657790755,0.64092455,0.292218326,,1065,0.671098401,0.123220468,0.600847496,0.82321674
1066,0.524470419,0.775558805,0.27099554,0.622069037,,1066,0.492248524,0.699952333,0.64092455,0.313793053,,1066,0.639513019,0.113035831,0.599783791,0.774572442
1067,0.585221095,0.823374111,0.276006197,0.641753913,,1067,0.504926096,0.739423389,0.64092455,0.342443626,,1067,0.603096628,0.10707382,0.596373335,0.721057686
1068,0.563150637,0.707129133,0.31111758,0.712750078,,1068,0.512378574,0.77388065,0.64092455,0.378051055,,1068,0.563506299,0.105053503,0.591211089,0.663966834
1069,0.641824697,0.697159274,0.317011568,0.725904426,,1069,0.514444597,0.800896232,0.64092455,0.419858659,,1069,0.522616407,0.10678412,0.585116543,0.604697469
1070,0.62050959,0.683004907,0.361592453,0.818078159,,1070,0.511743206,0.818289476,0.64092455,0.466364147,,1070,0.482417324,0.112191493,0.579042934,0.544686612
1071,0.71408844,0.652591498,0.391572447,0.692878615,,1071,0.505635323,0.824530741,0.64092455,0.515378881,,1071,0.444914195,0.12133985,0.573966059,0.485348585
1072,0.749466171,0.578527742,0.44820339,0.821343423,,1072,0.497970692,0.819072365,0.64092455,0.564288309,,1072,0.412031396,0.134444683,0.570767076,0.428022987
1073,0.826915281,0.47797513,0.538369283,0.918834871,,1073,0.490680123,0.802480009,0.64092455,0.61045738,,1073,0.385524289,0.151870532,0.570122765,0.373938692
1074,0.892950798,0.465697637,0.603621407,0.847558827,,1074,0.485353359,0.776307869,0.64092455,0.651647801,,1074,0.366895455,0.174106654,0.572414534,0.324195287
1075,0.821925506,0.462260481,0.687784495,1,,1075,0.482949391,0.742768001,0.64092455,0.686307373,,1075,0.357309623,0.201713977,0.577665303,0.279758037
1076,0.780803022,0.352396581,0.674854301,0.861925987,,1076,0.483713848,0.704319448,0.64092455,0.713660245,,1076,0.357502185,0.235239352,0.585512072,0.241458229
1077,0.80703224,0.326950658,0.711769126,0.933761791,,1077,0.487281615,0.663306108,0.64092455,0.733618809,,1077,0.367681878,0.275098992,0.595221027,0.209989222
1078,0.831752444,0.27876122,0.797695897,0.90847932,,1078,0.492882442,0.62171888,0.64092455,0.746595072,,1078,0.387438835,0.321442325,0.605749891,0.185890887
1079,0.867698134,0.232759945,0.703148325,0.90101586,,1079,0.49956237,0.581092843,0.64092455,0.753293713,,1079,0.415681589,0.374018704,0.615856981,0.169521362
1080,0.778468504,0.221984099,0.858700867,0.923033067,,1080,0.506364072,0.542508267,0.64092455,0.754540114,,1080,0.450634944,0.432078346,0.624247249,0.161023403
1081,0.832148649,0.215352939,0.901682008,0.804364051,,1081,0.512445354,0.506651805,0.64092455,0.751162707,,1081,0.489927837,0.494339679,0.629734562,0.160299416
1082,0.891017145,0.217282611,0.875922601,0.825355033,,1082,0.517139953,0.473901023,0.64092455,0.743925999,,1082,0.530782869,0.559043465,0.631391676,0.167010556
1083,0.720381599,0.181040198,0.88711711,0.668529076,,1083,0.519975612,0.444408674,0.64092455,0.733500947,,1083,0.570290732,0.624091124,0.628659963,0.180608916
1084,0.68331715,0.217923836,0.939587467,0.656960713,,1084,0.520665614,0.418175114,0.64092455,0.720458631,,1084,0.605724798,0.687238894,0.621401666,0.200399867
1085,0.607011713,0.235809301,0.902679635,0.543795999,,1085,0.519086668,0.395105212,0.64092455,0.705276287,,1085,0.634836768,0.746302871,0.609893713,0.225619988
1086,0.596737259,0.198417091,0.857196219,0.576355344,,1086,0.515251894,0.375050465,0.64092455,0.688348703,,1086,0.656080096,0.799330358,0.594775793,0.255510616
1087,0.570709899,0.327337266,0.867570647,0.542210013,,1087,0.509283987,0.357838743,0.64092455,0.670001018,,1087,0.668729804,0.844709123,0.576970565,0.289370159
1088,0.520534274,0.318861754,0.849619272,0.455727169,,1088,0.501391175,0.343294532,0.64092455,0.65050115,,1088,0.672893919,0.881209251,0.5575904,0.326577319
1089,0.368388341,0.309164466,0.759470589,0.426526381,,1089,0.491846934,0.331252198,0.64092455,0.630071184,,1089,0.669432598,0.907971836,0.537838171,0.366587251
1090,0.448859658,0.374996957,0.808553317,0.391074946,,1090,0.480973532,0.321564353,0.64092455,0.608897689,,1090,0.659811204,0.924468685,0.518905034,0.408909364
1091,0.445566285,0.419203945,0.762266488,0.296755468,,1091,0.469128981,0.314106881,0.64092455,0.587141111,,1091,0.645914631,0.930456902,0.501868763,0.45307754
1092,0.329926299,0.437592884,0.663553398,0.284347466,,1092,0.45669674,0.308781738,0.64092455,0.564944396,,1092,0.629846246,0.925945157,0.487600683,0.498621937
1093,0.264186833,0.486455701,0.604392926,0.253747279,,1093,0.444077441,0.305518324,0.64092455,0.542440917,,1093,0.613729774,0.911178691,0.476693884,0.545047981
1094,0.308718907,0.52302842,0.605393642,0.287799316,,1094,0.431681904,0.304273943,0.64092455,0.519761703,,1094,0.599528226,0.886641105,0.469426435,0.591824228
1095,0.324386149,0.59857191,0.442253435,0.276884005,,1095,0.419924725,0.30503367,0.64092455,0.497041853,,1095,0.588890858,0.853064629,0.465768858,0.638377733
1096,0.338072524,0.652601699,0.412342633,0.302353063,,1096,0.409217817,0.307809812,0.64092455,0.474425996,,1096,0.583036558,0.811437602,0.465435954,0.684093967
1097,0.347702766,0.635981142,0.372128307,0.294049964,,1097,0.399963347,0.312640993,0.64092455,0.452072677,,1097,0.582679415,0.762998086,0.467972259,0.728318445
1098,0.307149622,0.698412102,0.339653622,0.365885768,,1098,0.392545599,0.319590826,0.64092455,0.430157581,,1098,0.587999044,0.709205313,0.472851711,0.770358773
1099,0.302253141,0.734969112,0.245315456,0.259904634,,1099,0.387321411,0.328745991,0.64092455,0.40887564,,1099,0.598654552,0.651685219,0.479568767,0.809487866
1100,0.432248192,0.765944099,0.200824496,0.429418472,,1100,0.384608906,0.340213447,0.64092455,0.38844222,,1100,0.613837248,0.592151858,0.48770122,0.844950677
1101,0.37848892,0.748573088,0.114240861,0.366911993,,1101,0.384674325,0.354116372,0.64092455,0.369093775,,1101,0.632353963,0.5323122,0.496933326,0.875977068
1102,0.421700603,0.818582785,0.149706551,0.479796828,,1102,0.387716859,0.370588247,0.64092455,0.351088527,,1102,0.652730975,0.473766456,0.507038808,0.901802399
1103,0.463591648,0.774451453,0.194635722,0.513475692,,1103,0.393851419,0.389764304,0.64092455,0.334707901,,1103,0.673328441,0.417918319,0.517833657,0.921695573
1104,0.497370302,0.763924432,0.18542971,0.528869078,,1104,0.403089459,0.411769295,0.64092455,0.320259476,,1104,0.692456832,0.365908361,0.529115732,0.93499256
1105,0.514452547,0.728417873,0.128101721,0.684015756,,1105,0.415318167,0.436700265,0.64092455,0.308082068,,1105,0.708489207,0.318579226,0.540610483,0.941132443
1106,0.445883336,0.726571525,0.267607325,0.590162745,,1106,0.430278899,0.464602701,0.64092455,0.298553135,,1106,0.719965177,0.276474513,0.551939673,0.939692932
1107,0.582198242,0.679174211,0.305693655,0.683082824,,1107,0.447546637,0.49543834,0.64092455,0.292097748,,1107,0.725683356,0.239866564,0.562623582,0.930422783
1108,0.615599328,0.65123835,0.262154706,0.827220898,,1108,0.466513858,0.529043077,0.64092455,0.289196854,,1108,0.724778824,0.208803742,0.572118764,0.91326912
1109,0.689845098,0.612968914,0.297690999,0.681776718,,1109,0.486384524,0.565074561,0.64092455,0.290390183,,1109,0.71678149,0.183166462,0.579884785,0.888397959
1110,0.713247039,0.611881429,0.328929895,0.860153416,,1110,0.506186813,0.602951517,0.64092455,0.296266222,,1110,0.701651051,0.162722875,0.585466578,0.856206196
1111,0.673164956,0.536342355,0.423794618,0.910065305,,1111,0.524815925,0.641791704,0.64092455,0.30742872,,1111,0.679785117,0.147178608,0.588575401,0.817323046
1112,0.821742217,0.480488338,0.373413219,0.799606095,,1112,0.541118796,0.680362763,0.64092455,0.324428163,,1112,0.651999065,0.13621868,0.589151626,0.772598874
1113,0.780999565,0.38953677,0.42703749,0.927604437,,1113,0.554027768,0.71706925,0.64092455,0.347650519,,1113,0.619478869,0.129542403,0.587396275,0.723079917
1114,0.812136024,0.38138206,0.414495197,0.964735151,,1114,0.562736566,0.750005908,0.64092455,0.377167869,,1114,0.58371089,0.126893184,0.583764496,0.669968901
1115,0.822614113,0.332539736,0.621105645,0.810801285,,1115,0.566888722,0.777104428,0.64092455,0.41257742,,1115,0.546394945,0.128084748,0.578921205,0.614573874
1116,0.788096748,0.297065699,0.537262525,0.865844304,,1116,0.566722579,0.796380371,0.64092455,0.452880534,,1116,0.509348183,0.133023914,0.573665549,0.558250145
1117,0.854323359,0.280997217,0.608108096,0.870415673,,1117,0.563104993,0.806247086,0.64092455,0.496466039,,1117,0.474407267,0.141728226,0.56883528,0.502342112
1118,0.901117852,0.251744226,0.719362384,0.90791956,,1118,0.557406878,0.805818315,0.64092455,0.541243259,,1118,0.443334641,0.154335115,0.565204091,0.44813207
1119,0.854242714,0.207350206,0.76875268,0.855302166,,1119,0.551231489,0.795099722,0.64092455,0.584915878,,1119,0.417731785,0.171097979,0.563384623,0.39680144
1120,0.91848779,0.21215677,0.767427549,0.927044677,,1120,0.546074286,0.774996044,0.64092455,0.625322507,,1120,0.398959091,0.192364181,0.563748063,0.349406483
1121,0.826899916,0.207244665,0.791914395,0.799885975,,1121,0.543027813,0.747129273,0.64092455,0.660735983,,1121,0.388059698,0.218530679,0.566368941,0.306866551
1122,0.706352577,0.215197742,0.843047283,0.660132684,,1122,0.542621097,0.71353522,0.64092455,0.690035158,,1122,0.385684843,0.249975374,0.571001635,0.269959524
1123,0.851720511,0.233500471,0.863248239,0.582885871,,1123,0.544818353,0.676339284,0.64092455,0.712724167,,1123,0.392021821,0.286966775,0.577093179,0.239317678
1124,0.737115435,0.248904407,0.88003193,0.576448637,,1124,0.549139289,0.637495749,0.64092455,0.728833454,,1124,0.406732352,0.329561059,0.583834363,0.215418572
1125,0.67873061,0.233347438,0.879615704,0.449663108,,1125,0.554834733,0.59863009,0.64092455,0.738764135,,1125,0.428916737,0.377502847,0.590246883,0.198569551
1126,0.590348646,0.266264345,0.886965362,0.58027366,,1126,0.56105824,0.56098089,0.64092455,0.743130958,,1126,0.457124055,0.430151403,0.595298066,0.188889862
1127,0.583561608,0.326748298,0.967370013,0.52345807,,1127,0.566999085,0.525414031,0.64092455,0.742636165,,1127,0.489426558,0.486453971,0.598027786,0.186298884
1128,0.481312574,0.341010475,0.818303603,0.369710791,,1128,0.571966588,0.49247709,0.64092455,0.737983978,,1128,0.523565356,0.544980218,0.59766738,0.190520072
1129,0.460092464,0.369311746,0.884977962,0.378946823,,1129,0.57543123,0.462468255,0.64092455,0.729831364,,1129,0.557156594,0.604017132,0.593730769,0.201106597
1130,0.423401949,0.421826025,0.821026258,0.328008707,,1130,0.577034315,0.435503631,0.64092455,0.718765226,,1130,0.587929164,0.661706985,0.586064533,0.217487462
1131,0.495095961,0.474348342,0.851617733,0.215590339,,1131,0.576578121,0.41157503,0.64092455,0.705296203,,1131,0.61395445,0.716199268,0.574853978,0.239025308
1132,0.389166731,0.522238947,0.681109647,0.240219757,,1132,0.574005978,0.390595772,0.64092455,0.689861538,,1132,0.633830115,0.765785809,0.560591742,0.265072931
1133,0.451898704,0.547833242,0.669603044,0.273898621,,1133,0.56937872,0.372435022,0.64092455,0.672832133,,1133,0.646792383,0.808996936,0.54402031,0.295016464
1134,0.321631666,0.591044271,0.617726073,0.371669949,,1134,0.562851356,0.35694246,0.64092455,0.65452107,,1134,0.652748311,0.844650947,0.526059166,0.328298309
1135,0.37040208,0.615145326,0.540932914,0.310376283,,1135,0.554652001,0.343965371,0.64092455,0.635192244,,1135,0.652234808,0.871862977,0.507723757,0.364419419
1136,0.229097683,0.654906594,0.42976627,0.430911164,,1136,0.545063859,0.333360085,0.64092455,0.615068653,,1136,0.646320381,0.890027991,0.490040408,0.40292578
1137,0.367574871,0.691824968,0.412286006,0.254960091,,1137,0.534410391,0.324999375,0.64092455,0.594340202,,1137,0.636468682,0.89879461,0.473961049,0.443386383
1138,0.359557563,0.727297965,0.368159912,0.316347051,,1138,0.523043347,0.318777015,0.64092455,0.573171091,,1138,0.624381842,0.89804317,0.460284045,0.485369805
1139,0.419928881,0.76451192,0.330081809,0.42046232,,1139,0.51133318,0.314610431,0.64092455,0.551706815,,1139,0.611838779,0.887875153,0.44959036,0.528424532
1140,0.30560109,0.826777391,0.233564294,0.439214264,,1140,0.499661254,0.312442074,0.64092455,0.53008077,,1140,0.600540824,0.868614499,0.442205466,0.572065497
1141,0.34286073,0.723696864,0.209248552,0.548927128,,1141,0.488413223,0.312239957,0.64092455,0.508420401,,1141,0.591974727,0.840815914,0.438194938,0.615766879
1142,0.5244444,0.784972201,0.185798754,0.643060019,,1142,0.477973023,0.313997628,0.64092455,0.486852779,,1142,0.587301199,0.805272051,0.437395701,0.658959644
1143,0.501615059,0.711646881,0.184706159,0.637182544,,1143,0.468716907,0.317733724,0.64092455,0.4655095,,1143,0.58727524,0.763010718,0.439476935,0.701031919
1144,0.471710501,0.722236432,0.162135241,0.716854981,,1144,0.461007055,0.323491151,0.64092455,0.44453081,,1144,0.592202249,0.715274687,0.444017385,0.741331006
1145,0.46123737,0.671790543,0.100898735,0.606115891,,1145,0.45518432,0.331335805,0.64092455,0.424068961,,1145,0.60193109,0.663479865,0.450581769,0.77916721
1146,0.595088225,0.681501761,0.166008093,0.736166684,,1146,0.451559754,0.341354706,0.64092455,0.404290876,,1146,0.615882196,0.609151962,0.458779541,0.813820856
1147,0.634420164,0.593674434,0.169248068,0.727023945,,1147,0.450404597,0.353653242,0.64092455,0.385380383,,1147,0.633105823,0.553846554,0.468294386,0.844554444
1148,0.618851666,0.593954524,0.28336186,0.846532601,,1148,0.451938467,0.368351113,0.64092455,0.367540383,,1148,0.652363377,0.499061685,0.478880882,0.870631338
1149,0.544609529,0.531969361,0.288346805,0.824235514,,1149,0.456315525,0.385576405,0.64092455,0.350995522,,1149,0.672223794,0.446154772,0.490333465,0.891341161
1150,0.708832408,0.476141304,0.249501756,0.832072147,,1150,0.463608471,0.40545696,0.64092455,0.335995975,,1150,0.691167317,0.396275584,0.50243975,0.906030598
1151,0.680150412,0.432284019,0.380828339,0.851477143,,1151,0.473790349,0.428107957,0.64092455,0.32282301,,1151,0.707690243,0.350324148,0.514933855,0.914137247
1152,0.72598833,0.384465829,0.372947924,0.949435058,,1152,0.48671445,0.453614302,0.64092455,0.311796753,,1152,0.720405542,0.308937391,0.527464831,0.915223691
1153,0.798237985,0.3387799,0.451867379,0.919861097,,1153,0.502093196,0.482006111,0.64092455,0.303286122,,1153,0.728135001,0.272502552,0.53959114,0.909009124
1154,0.77087484,0.306126855,0.419078194,0.957364984,,1154,0.519477957,0.513225411,0.64092455,0.297719841,,1154,0.729988566,0.241190846,0.550805423,0.895396256
1155,0.825294964,0.28264955,0.48513057,0.869296154,,1155,0.538243493,0.547082492,0.64092455,0.295595793,,1155,0.725426318,0.21500263,0.560586265,0.874491644
1156,0.808401186,0.258341774,0.545167165,0.790649943,,1156,0.557583247,0.583201541,0.64092455,0.297483456,,1156,0.714298587,0.193815725,0.568467078,0.846617797
1157,0.754057869,0.21548303,0.575141128,0.788131025,,1157,0.576524769,0.620958057,0.64092455,0.304011026,,1157,0.696860659,0.177430905,0.57410807,0.812315471
1158,0.733483952,0.200862139,0.661844296,0.768912615,,1158,0.593977203,0.65941591,0.64092455,0.315825872,,1158,0.673760436,0.165611536,0.577356367,0.77233467
1159,0.837141639,0.210342454,0.634259005,0.863791852,,1159,0.608822836,0.697279952,0.64092455,0.333516365,,1159,0.645999834,0.158116935,0.578281751,0.727613304
1160,0.740819621,0.230675528,0.76137295,0.770965067,,1160,0.620058678,0.732889621,0.64092455,0.35748814,,1160,0.614873309,0.154730351,0.577180389,0.679243512
1161,0.75222148,0.18706633,0.770754511,0.743350264,,1161,0.62697844,0.764285245,0.64092455,0.387802261,,1161,0.581888936,0.155282582,0.574545057,0.628427296
1162,0.817579258,0.240732251,0.847178032,0.681030372,,1162,0.629360049,0.789373791,0.64092455,0.424006937,,1162,0.548678778,0.159671362,0.571006283,0.576425072
1163,0.687768112,0.216145341,0.878057891,0.583259044,,1163,0.627597701,0.80619621,0.64092455,0.465020323,,1163,0.516905434,0.167875354,0.567253348,0.524502289
1164,0.588424757,0.273572681,0.905517662,0.610034208,,1164,0.622709055,0.813254551,0.64092455,0.509131554,,1164,0.488170654,0.179960296,0.563946587,0.473879854
1165,0.705661749,0.275945947,0.807511804,0.506105525,,1165,0.616176675,0.80981145,0.64092455,0.554161394,,1165,0.463929988,0.196074067,0.561632724,0.425693188
1166,0.549624764,0.346302407,0.777394854,0.447610656,,1166,0.609647464,0.796058813,0.64092455,0.597762452,,1166,0.445415162,0.216427314,0.560673762,0.380962531
1167,0.543759969,0.326722807,0.871919761,0.39322069,,1167,0.60458209,0.773088989,0.64092455,0.63777265,,1167,0.433564225,0.241257184,0.56119768,0.340574276
1168,0.499407884,0.384405903,0.956987502,0.486327356,,1168,0.601972531,0.742677636,0.64092455,0.672508776,,1168,0.428959331,0.270773819,0.563076749,0.305270485
1169,0.496371454,0.428065982,0.885655255,0.457219861,,1169,0.602210527,0.706958387,0.64092455,0.700918971,,1169,0.431773916,0.30509262,0.565936605,0.275642489
1170,0.416832827,0.470783789,0.817763266,0.421675132,,1170,0.605118698,0.66809485,0.64092455,0.722579943,,1170,0.441734698,0.344159666,0.569196334,0.25212495
1171,0.448885484,0.487404044,0.877935053,0.228184928,,1171,0.61009558,0.628030352,0.64092455,0.737582249,,1171,0.458107921,0.387682014,0.572136228,0.234989022
1172,0.390380792,0.56177768,0.80147881,0.319892194,,1172,0.616303881,0.588347062,0.64092455,0.746368462,,1172,0.4797214,0.435077383,0.573985602,0.224336418
1173,0.421582863,0.5503519,0.760252602,0.237794133,,1173,0.622844101,0.550224248,0.64092455,0.749577646,,1173,0.505031945,0.485456949,0.574018999,0.22009878
1174,0.395714618,0.654704345,0.665754727,0.234155696,,1174,0.628883068,0.514464742,0.64092455,0.747924627,,1174,0.532240699,0.537649739,0.571646637,0.222047387
1175,0.291551855,0.642064829,0.652049825,0.376707785,,1175,0.633731204,0.481556852,0.64092455,0.74212047,,1175,0.5594482,0.590267947,0.566485664,0.229816286
1176,0.375953384,0.695563786,0.548117659,0.553032031,,1176,0.636876574,0.451746915,0.64092455,0.732827907,,1176,0.584830252,0.641802393,0.558402923,0.242937793
1177,0.378853161,0.655716745,0.566237599,0.369710791,,1177,0.637988579,0.425107707,0.64092455,0.720641295,,1177,0.606809136,0.690729999,0.547526257,0.260885057
