time (s),NADH,,time (s),DiOC2(3),,time (s),PBFI
1539,167300,,1539,26470,,1539,4097
1540,169750,,1540,26440,,1540,4165
1541,167150,,1541,26487,,1541,3994
1542,164700,,1542,26420,,1542,4157
1543,167650,,1543,26412,,1543,4077
1544,166900,,1544,26495,,1544,4460
1545,166100,,1545,26458,,1545,4431
1546,165900,,1546,26438,,1546,3909
1547,169450,,1547,26496,,1547,3992
1548,169450,,1548,26448,,1548,4493
1549,169750,,1549,26404,,1549,4374
1550,169550,,1550,26439,,1550,4450
1551,166000,,1551,26473,,1551,4439
1552,167650,,1552,26364,,1552,4372
1553,165450,,1553,26430,,1553,4127
1554,166700,,1554,26450,,1554,4543
1555,168250,,1555,26461,,1555,4533
1556,166800,,1556,26414,,1556,3803
1557,170000,,1557,26414,,1557,4300
1558,169200,,1558,26422,,1558,5127
1559,168200,,1559,26500,,1559,4622
1560,169000,,1560,26430,,1560,4589
1561,168100,,1561,26429,,1561,4346
1562,170450,,1562,26505,,1562,4968
1563,171400,,1563,26492,,1563,5094
1564,170650,,1564,26469,,1564,4692
1565,169600,,1565,26454,,1565,4447
1566,166750,,1566,26441,,1566,5170
1567,168000,,1567,26430,,1567,4760
1568,171100,,1568,26396,,1568,4100
1569,167750,,1569,26474,,1569,4914
1570,169550,,1570,26432,,1570,4235
1571,167900,,1571,26540,,1571,4996
1572,171500,,1572,26490,,1572,4595
1573,169900,,1573,26538,,1573,4386
1574,169100,,1574,26492,,1574,4653
1575,168700,,1575,26479,,1575,4671
1576,170800,,1576,26480,,1576,4317
1577,168300,,1577,26411,,1577,4737
1578,170500,,1578,26463,,1578,4897
1579,171100,,1579,26441,,1579,4974
1580,168700,,1580,26481,,1580,4409
1581,170000,,1581,26504,,1581,4086
1582,172050,,1582,26490,,1582,4460
1583,170300,,1583,26551,,1583,4181
1584,168150,,1584,26504,,1584,4910
1585,170450,,1585,26504,,1585,4584
1586,168300,,1586,26520,,1586,4579
1587,168700,,1587,26512,,1587,4895
1588,170900,,1588,26466,,1588,4525
1589,168900,,1589,26505,,1589,4267
1590,168250,,1590,26550,,1590,4354
1591,168850,,1591,26404,,1591,4343
1592,168050,,1592,26502,,1592,4799
1593,168300,,1593,26465,,1593,4124
1594,170850,,1594,26486,,1594,4263
1595,167000,,1595,26463,,1595,4500
1596,168600,,1596,26454,,1596,4317
1597,168800,,1597,26427,,1597,4350
1598,168400,,1598,26426,,1598,4679
1599,169250,,1599,26467,,1599,4298
1600,169150,,1600,26504,,1600,5060
1601,169100,,1601,26462,,1601,4668
1602,169250,,1602,26434,,1602,4075
1603,169650,,1603,26463,,1603,4344
1604,169900,,1604,26405,,1604,4690
1605,169650,,1605,26560,,1605,4452
1606,169700,,1606,26525,,1606,4774
1607,170800,,1607,26454,,1607,4402
1608,166750,,1608,26476,,1608,4817
1609,170150,,1609,26495,,1609,4161
1610,169900,,1610,26432,,1610,4733
1611,167550,,1611,26471,,1611,5132
1612,170600,,1612,26479,,1612,4436
1613,168850,,1613,26482,,1613,4236
1614,168900,,1614,26463,,1614,4583
1615,168500,,1615,26528,,1615,4492
1616,172150,,1616,26504,,1616,3668
1617,170700,,1617,26477,,1617,4360
1618,168800,,1618,26415,,1618,4205
1619,169400,,1619,26500,,1619,4106
1620,169900,,1620,26456,,1620,3847
1621,169850,,1621,26515,,1621,4005
1622,167900,,1622,26440,,1622,3932
1623,165500,,1623,26544,,1623,4343
1624,168650,,1624,26504,,1624,4680
1625,168500,,1625,26540,,1625,4298
1626,170850,,1626,26493,,1626,3983
1627,170550,,1627,26528,,1627,3445
1628,170000,,1628,26482,,1628,4331
1629,169000,,1629,26495,,1629,3803
1630,170150,,1630,26500,,1630,5221
1631,171100,,1631,26471,,1631,4490
1632,168150,,1632,26479,,1632,5079
1633,167350,,1633,26454,,1633,4413
1634,168750,,1634,26457,,1634,4080
1635,167100,,1635,26461,,1635,4016
1636,168400,,1636,26479,,1636,3817
1637,168950,,1637,26459,,1637,4415
1638,169900,,1638,26461,,1638,4589
1639,168600,,1639,26479,,1639,4256
1640,168550,,1640,26443,,1640,4743
1641,170500,,1641,26496,,1641,4029
1642,168750,,1642,26465,,1642,4515
1643,168150,,1643,26530,,1643,4027
1644,168500,,1644,26557,,1644,4288
1645,170850,,1645,26489,,1645,4426
1646,169850,,1646,26485,,1646,4436
1647,167750,,1647,26516,,1647,4338
1648,167700,,1648,26462,,1648,4765
1649,168450,,1649,26471,,1649,4364
1650,168300,,1650,26534,,1650,4478
1651,167400,,1651,26546,,1651,4988
1652,169050,,1652,26491,,1652,4608
1653,170150,,1653,26495,,1653,4255
1654,168200,,1654,26491,,1654,5109
1655,168600,,1655,26502,,1655,4251
1656,167450,,1656,26392,,1656,5170
1657,168700,,1657,26526,,1657,4475
1658,170450,,1658,26442,,1658,4675
1659,168800,,1659,26448,,1659,4545
1660,170950,,1660,26479,,1660,5458
1661,169200,,1661,26460,,1661,3682
1662,169050,,1662,26496,,1662,4442
1663,169600,,1663,26471,,1663,4491
1664,168600,,1664,26472,,1664,4056
1665,167550,,1665,26485,,1665,3675
1666,170900,,1666,26470,,1666,4513
1667,168650,,1667,26485,,1667,3711
1668,168150,,1668,26501,,1668,4350
1669,167200,,1669,26463,,1669,3954
1670,169900,,1670,26440,,1670,4006
1671,169000,,1671,26448,,1671,4363
1672,168900,,1672,26499,,1672,4674
1673,168150,,1673,26464,,1673,4098
1674,168050,,1674,26534,,1674,4705
1675,165750,,1675,26508,,1675,4482
1676,168650,,1676,26442,,1676,4142
1677,167250,,1677,26436,,1677,4199
1678,168550,,1678,26434,,1678,4261
1679,170250,,1679,26448,,1679,4351
1680,171600,,1680,26471,,1680,4807
1681,168500,,1681,26545,,1681,4769
1682,169600,,1682,26519,,1682,4265
1683,167050,,1683,26448,,1683,4159
1684,169800,,1684,26477,,1684,4526
1685,170000,,1685,26440,,1685,4358
1686,172000,,1686,26488,,1686,4392
1687,169650,,1687,26505,,1687,4253
1688,170600,,1688,26550,,1688,3431
1689,170550,,1689,26468,,1689,3889
1690,169100,,1690,26489,,1690,3880
1691,169600,,1691,26492,,1691,4564
1692,166850,,1692,26487,,1692,4006
1693,169800,,1693,26531,,1693,3856
1694,168700,,1694,26476,,1694,4420
1695,170650,,1695,26547,,1695,4181
1696,166350,,1696,26516,,1696,3977
1697,168650,,1697,26473,,1697,3884
1698,168200,,1698,26505,,1698,4727
1699,167900,,1699,26438,,1699,4174
1700,169650,,1700,26500,,1700,4134
1701,170400,,1701,26486,,1701,3945
1702,169300,,1702,26527,,1702,4439
1703,169400,,1703,26518,,1703,4137
1704,169400,,1704,26450,,1704,4207
1705,170450,,1705,26445,,1705,4249
1706,171350,,1706,26481,,1706,4325
1707,167950,,1707,26487,,1707,4826
1708,167150,,1708,26461,,1708,4141
1709,167600,,1709,26478,,1709,4232
1710,169050,,1710,26446,,1710,4221
1711,168800,,1711,26428,,1711,4637
1712,168500,,1712,26483,,1712,4222
1713,169500,,1713,26484,,1713,4319
1714,169600,,1714,26466,,1714,4402
1715,169550,,1715,26430,,1715,4689
1716,167700,,1716,26403,,1716,4322
1717,169950,,1717,26403,,1717,4487
1718,170500,,1718,26446,,1718,4454
1719,168700,,1719,26442,,1719,3825
1720,167500,,1720,26454,,1720,4149
1721,169050,,1721,26392,,1721,4143
1722,169150,,1722,26429,,1722,4106
1723,168450,,1723,26420,,1723,4186
1724,168500,,1724,26446,,1724,3861
1725,167550,,1725,26471,,1725,4359
1726,170850,,1726,26498,,1726,3588
1727,169600,,1727,26421,,1727,4349
1728,169450,,1728,26477,,1728,3873
1729,169050,,1729,26451,,1729,3919
1730,168700,,1730,26445,,1730,3270
1731,169250,,1731,26513,,1731,4083
1732,166400,,1732,26429,,1732,2938
1733,169200,,1733,26529,,1733,3472
1734,169700,,1734,26479,,1734,4024
1735,169700,,1735,26464,,1735,4195
1736,169700,,1736,26444,,1736,3897
1737,169900,,1737,26418,,1737,4173
1738,171150,,1738,26444,,1738,4009
1739,170050,,1739,26431,,1739,4300
1740,169700,,1740,26424,,1740,3651
1741,168900,,1741,26429,,1741,3582
1742,168750,,1742,26407,,1742,3974
1743,168900,,1743,26488,,1743,3833
1744,167450,,1744,26437,,1744,3717
1745,168200,,1745,26452,,1745,4587
1746,171000,,1746,26471,,1746,4348
1747,172450,,1747,26467,,1747,3959
1748,170400,,1748,26392,,1748,4191
1749,169650,,1749,26425,,1749,4296
1750,170200,,1750,26378,,1750,3952
1751,168300,,1751,26375,,1751,4121
1752,170550,,1752,26397,,1752,3363
1753,170950,,1753,26495,,1753,3801
1754,168050,,1754,26455,,1754,3733
1755,169750,,1755,26401,,1755,4287
1756,168900,,1756,26371,,1756,3901
1757,171300,,1757,26408,,1757,3936
1758,170250,,1758,26486,,1758,4452
1759,171750,,1759,26394,,1759,4344
1760,169150,,1760,26402,,1760,4345
1761,169850,,1761,26361,,1761,4127
1762,168100,,1762,26284,,1762,3944
1763,171400,,1763,26383,,1763,4136
1764,170900,,1764,26368,,1764,4258
1765,169850,,1765,26380,,1765,4504
1766,169850,,1766,26414,,1766,4298
1767,171750,,1767,26454,,1767,4507
1768,170750,,1768,26444,,1768,4141
1769,168600,,1769,26404,,1769,3850
1770,169650,,1770,26404,,1770,4507
1771,171300,,1771,26367,,1771,3809
1772,169700,,1772,26392,,1772,4460
1773,171600,,1773,26358,,1773,4280
1774,169050,,1774,26345,,1774,3998
1775,171400,,1775,26355,,1775,4170
1776,172100,,1776,26397,,1776,4055
1777,171850,,1777,26376,,1777,3691
1778,170300,,1778,26375,,1778,3998
1779,171200,,1779,26330,,1779,4616
1780,168750,,1780,26331,,1780,4779
1781,168950,,1781,26310,,1781,4964
1782,171100,,1782,26371,,1782,4610
1783,170600,,1783,26402,,1783,4853
1784,169100,,1784,26368,,1784,4505
1785,169300,,1785,26454,,1785,4307
1786,172100,,1786,26342,,1786,4151
1787,170150,,1787,26321,,1787,4506
1788,169050,,1788,26249,,1788,4141
1789,168650,,1789,26309,,1789,5415
1790,169900,,1790,26384,,1790,4755
1791,168750,,1791,26308,,1791,4921
1792,171500,,1792,26323,,1792,4640
1793,171100,,1793,26372,,1793,4374
1794,172750,,1794,26304,,1794,4330
1795,172500,,1795,26331,,1795,4740
1796,170650,,1796,26359,,1796,4561
1797,172450,,1797,26376,,1797,4322
1798,170900,,1798,26329,,1798,3776
1799,169900,,1799,26385,,1799,4602
1800,171200,,1800,26356,,1800,4413
1801,168950,,1801,26365,,1801,4440
1802,172700,,1802,26364,,1802,4690
1803,172900,,1803,26371,,1803,5014
1804,173100,,1804,26322,,1804,4824
1805,173250,,1805,26275,,1805,4133
1806,170600,,1806,26278,,1806,4501
1807,171550,,1807,26312,,1807,4744
1808,172150,,1808,26417,,1808,4090
1809,171150,,1809,26396,,1809,4062
1810,170200,,1810,26300,,1810,3910
1811,171850,,1811,26351,,1811,4611
1812,173850,,1812,26354,,1812,4904
1813,173300,,1813,26336,,1813,4387
1814,174600,,1814,26328,,1814,4803
1815,175300,,1815,26354,,1815,4143
1816,175250,,1816,26278,,1816,4492
1817,174500,,1817,26306,,1817,4361
1818,175150,,1818,26296,,1818,4431
1819,175850,,1819,26262,,1819,3734
1820,174800,,1820,26355,,1820,3672
1821,173850,,1821,26303,,1821,4209
1822,174500,,1822,26305,,1822,3897
1823,173550,,1823,26304,,1823,4117
1824,174850,,1824,26313,,1824,4124
1825,173650,,1825,26261,,1825,4337
1826,174150,,1826,26271,,1826,3869
1827,173700,,1827,26401,,1827,4152
1828,172400,,1828,26367,,1828,4545
1829,173300,,1829,26365,,1829,4063
1830,173600,,1830,26263,,1830,4532
1831,175150,,1831,26312,,1831,4124
1832,173900,,1832,26274,,1832,4703
1833,174850,,1833,26302,,1833,4348
1834,173950,,1834,26317,,1834,4018
1835,174700,,1835,26301,,1835,4653
1836,172650,,1836,26262,,1836,4143
1837,171650,,1837,26265,,1837,4158
1838,173800,,1838,26329,,1838,3901
1839,175350,,1839,26259,,1839,4454
1840,175100,,1840,26235,,1840,4350
1841,172500,,1841,26280,,1841,4267
1842,174000,,1842,26279,,1842,3823
1843,175200,,1843,26302,,1843,3969
1844,173100,,1844,26323,,1844,4228
1845,174450,,1845,26281,,1845,4204
1846,174450,,1846,26253,,1846,4450
1847,175450,,1847,26281,,1847,4282
1848,175800,,1848,26310,,1848,4742
1849,173350,,1849,26305,,1849,4408
1850,173850,,1850,26351,,1850,4191
1851,174300,,1851,26261,,1851,4346
1852,174600,,1852,26240,,1852,4290
1853,173000,,1853,26203,,1853,4425
1854,176350,,1854,26273,,1854,4428
1855,174100,,1855,26279,,1855,4602
1856,176200,,1856,26291,,1856,4583
1857,174000,,1857,26231,,1857,3829
1858,172400,,1858,26259,,1858,4523
1859,175750,,1859,26245,,1859,3548
1860,174450,,1860,26225,,1860,4071
1861,176150,,1861,26260,,1861,4502
1862,172800,,1862,26231,,1862,4455
1863,174950,,1863,26254,,1863,3530
1864,172850,,1864,26218,,1864,3773
1865,174400,,1865,26221,,1865,3905
1866,173450,,1866,26242,,1866,3621
1867,175000,,1867,26232,,1867,4934
1868,174300,,1868,26260,,1868,4595
1869,174400,,1869,26215,,1869,3994
1870,175300,,1870,26240,,1870,3866
1871,175200,,1871,26257,,1871,4879
1872,177150,,1872,26257,,1872,4129
1873,176350,,1873,26226,,1873,3459
1874,172350,,1874,26233,,1874,4261
1875,176050,,1875,26203,,1875,3645
1876,174750,,1876,26210,,1876,4181
1877,173950,,1877,26196,,1877,4453
1878,175050,,1878,26174,,1878,3670
1879,175850,,1879,26199,,1879,4644
1880,176000,,1880,26121,,1880,4195
1881,173750,,1881,26223,,1881,3787
1882,175450,,1882,26217,,1882,4500
1883,176950,,1883,26188,,1883,3886
1884,175850,,1884,26186,,1884,4923
1885,176550,,1885,26188,,1885,4033
1886,175450,,1886,26196,,1886,4439
1887,176500,,1887,26195,,1887,3853
1888,178250,,1888,26174,,1888,4353
1889,177600,,1889,26236,,1889,4087
1890,176550,,1890,26163,,1890,3809
1891,177700,,1891,26214,,1891,4738
1892,176200,,1892,26112,,1892,4122
1893,175800,,1893,26184,,1893,3761
1894,175800,,1894,26138,,1894,3826
1895,175750,,1895,26171,,1895,4502
1896,176950,,1896,26191,,1896,4394
1897,174350,,1897,26104,,1897,4297
1898,176600,,1898,26131,,1898,4578
1899,176100,,1899,26128,,1899,4739
1900,176700,,1900,26253,,1900,3934
1901,179150,,1901,26170,,1901,4577
1902,176500,,1902,26130,,1902,3745
1903,176500,,1903,26218,,1903,3818
1904,177100,,1904,26153,,1904,4217
1905,173600,,1905,26105,,1905,4399
1906,177350,,1906,26125,,1906,4224
1907,174650,,1907,26163,,1907,4346
1908,176950,,1908,26153,,1908,3861
1909,177650,,1909,26092,,1909,4314
1910,177100,,1910,26132,,1910,4183
1911,176600,,1911,26162,,1911,3869
1912,175150,,1912,26122,,1912,4310
1913,178500,,1913,26089,,1913,3639
1914,177100,,1914,26111,,1914,3807
1915,177100,,1915,26088,,1915,4369
1916,179450,,1916,26065,,1916,3730
1917,177150,,1917,26098,,1917,3702
1918,177700,,1918,26096,,1918,4513
1919,177900,,1919,26139,,1919,3607
1920,177350,,1920,26112,,1920,3526
1921,176150,,1921,26127,,1921,3349
1922,178550,,1922,26081,,1922,3570
1923,178500,,1923,26066,,1923,2932
1924,178400,,1924,26085,,1924,4250
1925,177600,,1925,26133,,1925,3071
1926,176050,,1926,26142,,1926,3647
1927,179850,,1927,26177,,1927,3303
1928,178950,,1928,26080,,1928,3491
1929,178650,,1929,26074,,1929,3964
1930,178600,,1930,26095,,1930,3687
1931,178850,,1931,26079,,1931,3984
1932,179350,,1932,26085,,1932,3971
1933,179300,,1933,26097,,1933,3531
1934,177450,,1934,26062,,1934,3767
1935,176650,,1935,26099,,1935,3966
1936,177950,,1936,26096,,1936,3729
1937,178250,,1937,26122,,1937,3904
1938,179650,,1938,26132,,1938,3969
1939,179450,,1939,26038,,1939,3807
1940,178550,,1940,26110,,1940,4303
1941,181300,,1941,26114,,1941,4475
1942,179050,,1942,26016,,1942,3929
1943,179150,,1943,26051,,1943,3885
1944,179450,,1944,26065,,1944,3222
1945,177950,,1945,26088,,1945,3331
1946,180100,,1946,26003,,1946,4078
1947,177550,,1947,26064,,1947,3866
1948,181200,,1948,26109,,1948,4648
1949,179000,,1949,26091,,1949,4023
1950,179000,,1950,26062,,1950,4217
1951,178950,,1951,26097,,1951,3802
1952,178650,,1952,25939,,1952,4262
1953,178450,,1953,26082,,1953,3600
1954,180200,,1954,26024,,1954,4097
1955,178650,,1955,25992,,1955,4287
1956,180300,,1956,26095,,1956,3962
1957,178850,,1957,26046,,1957,3599
1958,181350,,1958,26079,,1958,3591
1959,179700,,1959,26103,,1959,3098
1960,179300,,1960,26054,,1960,4193
1961,179450,,1961,25963,,1961,4094
1962,181250,,1962,26043,,1962,3822
1963,180750,,1963,26039,,1963,3763
1964,180700,,1964,26103,,1964,3523
1965,179600,,1965,26017,,1965,4601
1966,181200,,1966,26094,,1966,4087
1967,179750,,1967,26054,,1967,3313
1968,180750,,1968,26099,,1968,3076
1969,179850,,1969,26104,,1969,3835
1970,178750,,1970,26044,,1970,3550
1971,180750,,1971,26093,,1971,3969
1972,181450,,1972,25961,,1972,3806
1973,177350,,1973,26000,,1973,3682
1974,180900,,1974,26021,,1974,3531
1975,180200,,1975,25979,,1975,3930
1976,178900,,1976,26067,,1976,3749
1977,179400,,1977,25995,,1977,3597
1978,178250,,1978,26010,,1978,3504
1979,179350,,1979,25987,,1979,3595
1980,181350,,1980,26017,,1980,3048
1981,181700,,1981,25975,,1981,3800
1982,182400,,1982,25959,,1982,3275
1983,182700,,1983,26018,,1983,3756
1984,182850,,1984,26004,,1984,3421
1985,182050,,1985,26007,,1985,3284
1986,183750,,1986,25971,,1986,3371
1987,184300,,1987,25971,,1987,3796
1988,180350,,1988,25979,,1988,3563
1989,180800,,1989,25982,,1989,3580
1990,181700,,1990,25917,,1990,3662
1991,179900,,1991,25996,,1991,3820
1992,183300,,1992,25955,,1992,3938
1993,182800,,1993,25966,,1993,3918
1994,179900,,1994,25913,,1994,3636
1995,183350,,1995,25933,,1995,3690
1996,182500,,1996,25979,,1996,4334
1997,181250,,1997,25959,,1997,3347
1998,181750,,1998,25912,,1998,3543
1999,182300,,1999,25902,,1999,4203
2000,181300,,2000,25961,,2000,3811
2001,184500,,2001,25891,,2001,4188
2002,182550,,2002,25937,,2002,3364
2003,183300,,2003,25877,,2003,3866
2004,184050,,2004,25912,,2004,3983
2005,183800,,2005,25917,,2005,3783
2006,182250,,2006,25912,,2006,3299
2007,185550,,2007,25919,,2007,3728
2008,186100,,2008,25820,,2008,3732
2009,183900,,2009,25915,,2009,5106
2010,182150,,2010,25921,,2010,3857
2011,184500,,2011,25913,,2011,4170
2012,184200,,2012,25903,,2012,4351
2013,182450,,2013,25919,,2013,3947
2014,184500,,2014,25945,,2014,3809
2015,185450,,2015,25888,,2015,3774
2016,184100,,2016,25893,,2016,3745
2017,182050,,2017,25860,,2017,3691
2018,184800,,2018,25867,,2018,3515
2019,183950,,2019,25904,,2019,3637
2020,184900,,2020,25845,,2020,3656
2021,181850,,2021,25901,,2021,3459
2022,184400,,2022,25883,,2022,4001
2023,181450,,2023,25877,,2023,4119
2024,185300,,2024,25787,,2024,3318
2025,183200,,2025,25833,,2025,3829
2026,182550,,2026,25878,,2026,3644
2027,184750,,2027,25843,,2027,3598
2028,187050,,2028,25778,,2028,3163
2029,186250,,2029,25763,,2029,3943
2030,187900,,2030,25788,,2030,4199
2031,184050,,2031,25829,,2031,3599
2032,184800,,2032,25721,,2032,3505
2033,185950,,2033,25725,,2033,3185
2034,188700,,2034,25738,,2034,3505
2035,185300,,2035,25797,,2035,3341
2036,183500,,2036,25779,,2036,3316
2037,187150,,2037,25778,,2037,3534
2038,186300,,2038,25753,,2038,3431
2039,187750,,2039,25734,,2039,3532
2040,184950,,2040,25753,,2040,3624
2041,183500,,2041,25759,,2041,3193
2042,187800,,2042,25862,,2042,3378
2043,185200,,2043,25753,,2043,3595
2044,185750,,2044,25716,,2044,3536
2045,186350,,2045,25744,,2045,4042
2046,187600,,2046,25703,,2046,3759
2047,188300,,2047,25696,,2047,2499
2048,188350,,2048,25661,,2048,2920
2049,187700,,2049,25682,,2049,3015
2050,187500,,2050,25717,,2050,3548
2051,187550,,2051,25685,,2051,3263
2052,186600,,2052,25720,,2052,4119
2053,188200,,2053,25732,,2053,4275
2054,188600,,2054,25725,,2054,3273
2055,189300,,2055,25729,,2055,3338
2056,188250,,2056,25670,,2056,3816
2057,189300,,2057,25751,,2057,3894
2058,185150,,2058,25657,,2058,3729
2059,188050,,2059,25719,,2059,3950
2060,190100,,2060,25727,,2060,3266
2061,187600,,2061,25704,,2061,3555
2062,190400,,2062,25725,,2062,3567
2063,188600,,2063,25669,,2063,3249
2064,187050,,2064,25738,,2064,3942
2065,187950,,2065,25628,,2065,3136
2066,189200,,2066,25627,,2066,4102
2067,190750,,2067,25702,,2067,3105
2068,191150,,2068,25691,,2068,3065
2069,189500,,2069,25682,,2069,3735
2070,188650,,2070,25611,,2070,3105
2071,190050,,2071,25666,,2071,3041
2072,190500,,2072,25662,,2072,3228
2073,187800,,2073,25695,,2073,3114
2074,190200,,2074,25707,,2074,3006
2075,190150,,2075,25688,,2075,3305
2076,190000,,2076,25684,,2076,3720
2077,188200,,2077,25713,,2077,3197
2078,189500,,2078,25631,,2078,2690
2079,188650,,2079,25676,,2079,2645
2080,192300,,2080,25642,,2080,3847
2081,186300,,2081,25592,,2081,3686
2082,190800,,2082,25652,,2082,4078
2083,190100,,2083,25696,,2083,3566
2084,189450,,2084,25670,,2084,3456
2085,188750,,2085,25666,,2085,3559
2086,189750,,2086,25621,,2086,3543
2087,190250,,2087,25639,,2087,2990
2088,190500,,2088,25611,,2088,2986
2089,191150,,2089,25639,,2089,2674
2090,188800,,2090,25635,,2090,2814
2091,190400,,2091,25654,,2091,2811
2092,191800,,2092,25591,,2092,2686
2093,190900,,2093,25638,,2093,3147
2094,190900,,2094,25608,,2094,3349
2095,190200,,2095,25513,,2095,2776
2096,190400,,2096,25610,,2096,3513
2097,190450,,2097,25562,,2097,3231
2098,192600,,2098,25583,,2098,3195
2099,193400,,2099,25512,,2099,2857
2100,189800,,2100,25538,,2100,3177
2101,187900,,2101,25538,,2101,3009
2102,191950,,2102,25565,,2102,2630
2103,191150,,2103,25622,,2103,3851
2104,191600,,2104,25546,,2104,3417
2105,190150,,2105,25557,,2105,3841
2106,192500,,2106,25490,,2106,3203
2107,190200,,2107,25521,,2107,3861
2108,193000,,2108,25593,,2108,3663
2109,191000,,2109,25533,,2109,3774
2110,189100,,2110,25488,,2110,2808
2111,191850,,2111,25536,,2111,3423
2112,191600,,2112,25504,,2112,3127
2113,195200,,2113,25441,,2113,3482
2114,191300,,2114,25504,,2114,3453
2115,192950,,2115,25494,,2115,3595
2116,190350,,2116,25487,,2116,3673
2117,193900,,2117,25471,,2117,3033
2118,191900,,2118,25434,,2118,2877
2119,192100,,2119,25496,,2119,3342
2120,192100,,2120,25479,,2120,3493
2121,188500,,2121,25474,,2121,2998
2122,194900,,2122,25447,,2122,3809
2123,193400,,2123,25422,,2123,3312
2124,191600,,2124,25484,,2124,2921
2125,193250,,2125,25412,,2125,3295
2126,195000,,2126,25462,,2126,2943
2127,193050,,2127,25470,,2127,3305
2128,192150,,2128,25383,,2128,3400
2129,194050,,2129,25387,,2129,3512
2130,191000,,2130,25372,,2130,3368
2131,193300,,2131,25361,,2131,3069
2132,195000,,2132,25418,,2132,2946
2133,190600,,2133,25365,,2133,3806
2134,197000,,2134,25323,,2134,2997
2135,194600,,2135,25329,,2135,3536
2136,193300,,2136,25405,,2136,3494
2137,194700,,2137,25313,,2137,3149
2138,191750,,2138,25331,,2138,3073
2139,194500,,2139,25281,,2139,3648
2140,194650,,2140,25246,,2140,4519
2141,195850,,2141,25288,,2141,3662
2142,194550,,2142,25301,,2142,2925
2143,196350,,2143,25271,,2143,3812
2144,195850,,2144,25235,,2144,3318
2145,193000,,2145,25251,,2145,2788
2146,195300,,2146,25298,,2146,3437
2147,193600,,2147,25231,,2147,3606
2148,195800,,2148,25214,,2148,3897
2149,196700,,2149,25191,,2149,3517
2150,195700,,2150,25207,,2150,2786
2151,197950,,2151,25204,,2151,3148
2152,196000,,2152,25154,,2152,2957
2153,198150,,2153,25193,,2153,3382
2154,196900,,2154,25206,,2154,3503
2155,195800,,2155,25154,,2155,3589
2156,195150,,2156,25100,,2156,3111
2157,197000,,2157,25144,,2157,3651
2158,196850,,2158,25071,,2158,3594
2159,196550,,2159,25084,,2159,3129
2160,198800,,2160,25116,,2160,2708
2161,195850,,2161,25117,,2161,3190
2162,196200,,2162,25085,,2162,3542
2163,197600,,2163,25146,,2163,3394
2164,194450,,2164,25147,,2164,2652
2165,198800,,2165,25064,,2165,3061
2166,199150,,2166,25124,,2166,3361
2167,199100,,2167,25076,,2167,3330
2168,198650,,2168,25046,,2168,3086
2169,198000,,2169,25087,,2169,3060
2170,197850,,2170,25047,,2170,3114
2171,197250,,2171,25017,,2171,3077
2172,199300,,2172,25058,,2172,3456
2173,196450,,2173,24979,,2173,2788
2174,196150,,2174,25074,,2174,3760
2175,198500,,2175,25001,,2175,3169
2176,196400,,2176,24935,,2176,3459
2177,197700,,2177,24949,,2177,3247
2178,197300,,2178,25021,,2178,3016
2179,199050,,2179,24946,,2179,3002
2180,198350,,2180,24985,,2180,3803
2181,200050,,2181,24943,,2181,3239
2182,197000,,2182,25013,,2182,3207
2183,198850,,2183,24986,,2183,3607
2184,199050,,2184,24957,,2184,3092
2185,199050,,2185,24906,,2185,3198
2186,198900,,2186,24968,,2186,2762
2187,198550,,2187,24826,,2187,2999
2188,200650,,2188,24886,,2188,2644
2189,198200,,2189,24928,,2189,2561
2190,198850,,2190,24901,,2190,3074
2191,200750,,2191,24852,,2191,3113
2192,199500,,2192,24852,,2192,3027
2193,202000,,2193,24920,,2193,2979
2194,201400,,2194,24898,,2194,2741
2195,197800,,2195,24863,,2195,3117
2196,198900,,2196,24832,,2196,2853
2197,198000,,2197,24863,,2197,2913
2198,199750,,2198,24910,,2198,2496
2199,198400,,2199,24910,,2199,2705
2200,198650,,2200,24854,,2200,2442
2201,197250,,2201,24786,,2201,2845
2202,198800,,2202,24868,,2202,2937
2203,201350,,2203,24798,,2203,2928
2204,200350,,2204,24776,,2204,3316
2205,200150,,2205,24810,,2205,3524
2206,198100,,2206,24779,,2206,2897
2207,201350,,2207,24791,,2207,3619
2208,198050,,2208,24789,,2208,3276
2209,199500,,2209,24734,,2209,3069
2210,199600,,2210,24768,,2210,3496
2211,199700,,2211,24747,,2211,3293
2212,201750,,2212,24749,,2212,3320
2213,199050,,2213,24717,,2213,2923
2214,200050,,2214,24665,,2214,2943
2215,201600,,2215,24713,,2215,2950
2216,200850,,2216,24667,,2216,3547
2217,200500,,2217,24733,,2217,2855
2218,197850,,2218,24651,,2218,2970
2219,201450,,2219,24657,,2219,2300
2220,201950,,2220,24637,,2220,2627
2221,200350,,2221,24654,,2221,2990
2222,201800,,2222,24575,,2222,3055
2223,198850,,2223,24612,,2223,2685
2224,201800,,2224,24663,,2224,2974
2225,198950,,2225,24629,,2225,2617
2226,203000,,2226,24637,,2226,3073
2227,200750,,2227,24644,,2227,2917
2228,200450,,2228,24576,,2228,2720
2229,198650,,2229,24546,,2229,3043
2230,202250,,2230,24677,,2230,2947
2231,201950,,2231,24581,,2231,2809
2232,199500,,2232,24538,,2232,2676
2233,202600,,2233,24544,,2233,2346
2234,200700,,2234,24501,,2234,3147
2235,199000,,2235,24613,,2235,3089
2236,200450,,2236,24581,,2236,2967
